Ntexto,Palabra,Polaridad
291,park,positive
291,daily,positive
291,complimentary,positive
291,wine,positive
291,hour,positive
291,really,positive
291,nice,positive
291,touch,positive
291,unfortunately,positive
291,around,positive
291,try,positive
291,leave,positive
291,car,positive
291,behind,positive
291,need,positive
291,parking,positive
291,quite,positive
291,pricey,positive
291,surprising,positive
291,considering,positive
291,location,positive
291,everything,positive
291,clean,positive
291,fresh,positive
291,modern,positive
291,staff,positive
291,helpful,positive
291,bad,positive
291,thing,positive
291,noise,positive
291,elevated,positive
291,train,positive
291,around,positive
291,loop,positive
291,quite,positive
291,loud,positive
291,room,positive
291,happened,positive
291,next,positive
291,maid,positive
291,supply,positive
291,room,positive
291,quite,positive
291,busy,positive
291,morning,positive
292,stayed,positive
292,2,positive
292,nights,positive
292,james,positive
292,wonderful,positive
292,location,positive
292,2,positive
292,mins,positive
292,walk,positive
292,michigan,positive
292,avenue,positive
292,shops,positive
292,staff,positive
292,incredibly,positive
292,helpful,positive
292,genuinely,positive
292,friendly,positive
292,nothing,positive
292,much,positive
292,trouble,positive
292,rooms,positive
292,huge,positive
292,beds,positive
292,comfortable,positive
292,slept,positive
292,room,positive
292,clean,positive
292,separate,positive
292,seating,positive
292,area,positive
292,sofa,positive
292,chairs,positive
292,42in,positive
292,flat,positive
292,screen,positive
292,tv,positive
292,bar,positive
292,area,positive
292,stereo,positive
292,mini,positive
292,bar,positive
292,coffee,positive
292,maker,positive
292,another,positive
292,flat,positive
292,screen,positive
292,tv,positive
292,bedroom,positive
292,area,positive
292,bathroom,positive
292,good,positive
292,complimentary,positive
292,shampoo,positive
292,conditioner,positive
292,shower,positive
292,gel,positive
292,body,positive
292,lotion,positive
292,hotel,positive
292,also,positive
292,pet,positive
292,friendly,positive
292,even,positive
292,large,positive
292,bowl,positive
292,iced,positive
292,water,positive
292,barrel,positive
292,dog,positive
292,biscuits,positive
292,front,positive
292,door,positive
292,hotel,positive
292,pets,positive
292,even,positive
292,options,positive
292,room,positive
292,sevice,positive
292,menu,positive
293,travel,positive
293,chicago,positive
293,regularly,positive
293,always,positive
293,wanted,positive
293,stay,positive
293,hilton,positive
293,chicago,positive
293,booked,positive
293,priceline,positive
293,room,positive
293,weekend,positive
293,half,positive
293,marathon,positive
293,place,positive
293,busy,positive
293,staff,positive
293,certainly,positive
293,found,positive
293,time,positive
293,individual,positive
293,guest,positive
293,room,positive
293,nice,positive
293,expected,positive
293,pool,positive
293,area,positive
293,also,positive
293,nice,positive
293,downtown,positive
293,hotel,positive
293,location,positive
293,great,positive
293,taking,positive
293,bears,positive
293,49ers,positive
293,game,positive
293,thursday,positive
293,night,positive
293,sox,positive
293,game,positive
293,friiday,positive
293,night,positive
293,would,positive
293,certainly,positive
293,stay,positive
293,would,positive
293,recomment,positive
293,others,positive
293,great,positive
293,quality,positive
293,even,positive
293,regular,positive
293,room,positive
293,price,positive
294,booked,positive
294,stay,positive
294,priceline,positive
294,com,positive
294,got,positive
294,great,positive
294,deal,positive
294,staying,positive
294,one,positive
294,night,positive
294,2,positive
294,year,positive
294,old,positive
294,us,positive
294,check,positive
294,upgraded,positive
294,suite,positive
294,lake,positive
294,view,positive
294,lake,positive
294,michigan,positive
294,beautiful,positive
294,suite,positive
294,king,positive
294,bed,positive
294,living,positive
294,room,positive
294,bar,positive
294,mini,positive
294,fridge,positive
294,need,positive
294,staying,positive
294,longer,positive
294,would,positive
294,godsend,positive
294,hotel,positive
294,close,positive
294,proximity,positive
294,grant,positive
294,park,positive
294,beautiful,positive
294,buckingham,positive
294,fountain,positive
294,walked,positive
294,around,positive
294,park,positive
294,even,positive
294,saw,positive
294,movie,positive
294,filmed,positive
294,looking,positive
294,hotel,positive
294,lot,positive
294,restaurants,positive
294,around,positive
294,one,positive
294,ended,positive
294,eating,positive
294,irish,positive
294,pub,positive
294,inside,positive
294,hotel,positive
294,kitty,positive
294,shea,positive
294,great,positive
294,food,positive
294,stayed,positive
294,always,positive
294,end,positive
294,eating,positive
294,lot,positive
294,attractions,positive
294,within,positive
294,mile,positive
294,including,positive
294,field,positive
294,museum,positive
294,shedd,positive
294,aquarium,positive
294,soldier,positive
294,field,positive
294,navy,positive
294,pier,positive
294,may,positive
294,walking,positive
294,distance,positive
294,could,positive
294,see,positive
294,hotel,positive
294,window,positive
294,overall,positive
294,another,positive
294,wonderful,positive
294,stay,positive
294,chicago,positive
294,hilton,positive
294,4th,positive
294,stay,positive
294,downside,positive
294,expensive,positive
294,parking,positive
294,within,positive
294,hotel,positive
294,41,positive
294,dollars,positive
294,night,positive
294,kind,positive
294,ridiculous,positive
295,try,positive
295,stay,positive
295,james,positive
295,every,positive
295,time,positive
295,happen,positive
295,chicago,positive
295,good,positive
295,choices,positive
295,town,positive
295,nobody,positive
295,james,positive
295,offers,positive
295,superior,positive
295,service,positive
295,aka,positive
295,class,positive
295,meets,positive
295,efficiency,positive
295,metropolitan,positive
295,design,positive
295,comfort,positive
295,attention,positive
295,details,positive
295,found,positive
295,w,positive
295,seoul,positive
295,always,positive
295,plays,positive
295,role,positive
295,meaning,positive
295,convenient,positive
295,location,positive
295,get,positive
295,small,positive
295,unexpected,positive
295,touches,positive
295,make,positive
295,difference,positive
295,ie,positive
295,take,positive
295,drive,positive
295,north,positive
295,hot,positive
295,july,positive
295,day,positive
295,one,positive
295,staff,positive
295,members,positive
295,handed,positive
295,bottle,positive
295,water,positive
295,small,positive
295,gesture,positive
295,unexpected,positive
295,appreciated,positive
295,management,positive
295,staff,positive
295,understand,positive
295,expect,positive
295,importantly,positive
295,need,positive
295,consistenly,positive
295,execute,positive
296,stayed,positive
296,many,positive
296,hotels,positive
296,traveling,positive
296,business,positive
296,pleasure,positive
296,honestly,positive
296,stay,positive
296,james,positive
296,tops,positive
296,service,positive
296,hotel,positive
296,first,positive
296,class,positive
296,rooms,positive
296,modern,positive
296,comfortable,positive
296,location,positive
296,perfect,positive
296,within,positive
296,walking,positive
296,distance,positive
296,great,positive
296,sights,positive
296,restaurants,positive
296,highly,positive
296,recommend,positive
296,business,positive
296,travellers,positive
296,couples,positive
297,initial,positive
297,thought,positive
297,hotel,positive
297,place,positive
297,ok,positive
297,didnt,positive
297,look,positive
297,reviews,positive
297,staying,positive
297,2,positive
297,friends,positive
297,truly,positive
297,impressed,positive
297,ceiling,positive
297,floor,positive
297,room,positive
297,views,positive
297,good,positive
297,surrounding,positive
297,buildings,positive
297,unless,positive
297,towards,positive
297,front,positive
297,river,positive
297,located,positive
297,crazy,positive
297,huge,positive
297,bathrooms,positive
297,one,positive
297,huge,positive
297,love,positive
297,space,positive
297,flat,positive
297,tv,positive
297,traditional,positive
297,seating,positive
297,admired,positive
297,fabric,positive
297,based,positive
297,headboards,positive
297,nice,positive
297,walking,positive
297,distance,positive
297,restaurants,positive
297,convenient,positive
297,highly,positive
297,frequent,positive
297,traveler,positive
297,chicago,positive
297,almost,positive
297,20,positive
297,years,positive
297,always,positive
297,stay,positive
297,relatives,positive
297,event,positive
297,recommend,positive
297,staying,positive
297,monaco,positive
298,thing,positive
298,makes,positive
298,enjoyable,positive
298,place,positive
298,stay,positive
298,staff,positive
298,excellent,positive
298,polite,positive
298,service,positive
298,impeccable,positive
298,room,positive
298,clean,positive
298,beds,positive
298,comfortable,positive
298,little,positive
298,small,positive
298,water,positive
298,bathroom,positive
298,hot,positive
298,great,positive
298,place,positive
298,stay,positive
299,first,positive
299,time,positive
299,chicago,positive
299,wanted,positive
299,hotel,positive
299,good,positive
299,location,positive
299,definitely,positive
299,fit,positive
299,bill,positive
299,could,positive
299,walk,positive
299,places,positive
299,wanted,positive
299,see,positive
299,close,positive
299,michigan,positive
299,ave,positive
299,magnificent,positive
299,mile,positive
299,15,positive
299,minute,positive
299,walk,positive
299,art,positive
299,institute,positive
299,hotel,positive
299,staff,positive
299,friendly,positive
299,went,positive
299,way,positive
299,helpful,positive
299,coffee,positive
299,lobby,positive
299,every,positive
299,morning,positive
299,welcome,positive
299,room,positive
299,comfortable,positive
299,clean,positive
299,fairly,positive
299,quiet,positive
299,could,positive
299,hear,positive
299,train,positive
299,traffic,positive
299,street,positive
299,considering,positive
299,location,positive
299,bad,positive
299,affect,positive
299,ability,positive
299,sleep,positive
299,relax,positive
299,would,positive
299,definitely,positive
299,recommend,positive
299,hotel,positive
299,gem,positive
300,took,positive
300,wife,positive
300,kids,positive
300,chicago,positive
300,one,positive
300,last,positive
300,fling,positive
300,school,positive
300,started,positive
300,back,positive
300,checked,positive
300,staff,positive
300,attentive,positive
300,showed,positive
300,little,positive
300,consideration,positive
300,friendly,positive
300,attitude,positive
300,small,positive
300,tip,positive
300,upgraded,positive
300,huge,positive
300,upper,positive
300,floor,positive
300,room,positive
300,complete,positive
300,bar,positive
300,get,positive
300,priceline,positive
300,glare,positive
300,paid,positive
300,involved,positive
300,air,positive
300,water,positive
300,show,positive
300,underway,positive
300,lake,positive
300,front,positive
300,planes,positive
300,flying,positive
300,room,positive
300,kids,positive
300,thought,positive
300,great,positive
300,night,positive
300,great,positive
300,view,positive
300,fireworks,positive
300,navy,positive
300,pier,positive
300,sunday,positive
300,morning,positive
300,breakfast,positive
300,buffet,positive
300,hotel,positive
300,good,positive
300,price,positive
300,reason,positive
300,conceirge,positive
300,knowledgeable,positive
300,friendly,positive
300,one,positive
300,best,positive
300,times,positive
300,ever,positive
300,chicago,positive
301,one,positive
301,best,positive
301,hotels,positive
301,stayed,positive
301,chicago,positive
301,also,positive
301,tried,positive
301,amalfi,positive
301,number,positive
301,larger,positive
301,chain,positive
301,hotels,positive
301,downtown,positive
301,one,positive
301,best,positive
301,great,positive
301,service,positive
301,beautiful,positive
301,room,positive
301,roomy,positive
301,bathroom,positive
301,top,positive
301,notch,positive
301,amenities,positive
302,beautifully,positive
302,appointed,positive
302,professionally,positive
302,staffed,positive
302,comfortable,positive
302,well,positive
302,located,positive
302,elegant,positive
302,wireless,positive
302,internet,positive
302,access,positive
302,plus,positive
302,free,positive
302,access,positive
302,alcove,positive
302,second,positive
302,floor,positive
302,fitness,positive
302,center,positive
302,little,positive
302,small,positive
302,fine,positive
302,use,positive
302,right,positive
302,time,positive
302,good,positive
302,energy,positive
302,clientele,positive
302,easy,positive
302,access,positive
302,michigan,positive
302,avenue,positive
302,next,positive
302,door,positive
302,24,positive
302,hour,positive
302,restaurant,positive
302,2,positive
302,blocks,positive
302,2,positive
302,starbucks,positive
302,elevators,positive
302,get,positive
302,finger,positive
302,button,positive
302,thought,positive
302,everything,positive
302,definitely,positive
302,return,positive
303,stay,positive
303,james,positive
303,perfect,positive
303,room,positive
303,thoughtfully,positive
303,designed,positive
303,lighting,positive
303,storage,positive
303,space,positive
303,bar,positive
303,area,positive
303,eating,positive
303,nook,positive
303,everything,positive
303,else,positive
303,room,positive
303,purposeful,positive
303,pretty,positive
303,look,positive
303,staff,positive
303,friendly,positive
303,genuinely,positive
303,accomadating,positive
303,restaurant,positive
303,primehouse,positive
303,echoed,positive
303,great,positive
303,service,positive
303,one,positive
303,best,positive
303,steaks,positive
303,long,positive
303,time,positive
304,striking,positive
304,architecture,positive
304,beginning,positive
304,described,positive
304,one,positive
304,best,positive
304,hotel,positive
304,experiences,positive
304,professional,positive
304,life,positive
304,attention,positive
304,detail,positive
304,room,positive
304,bathroom,positive
304,remarkable,positive
304,bed,positive
304,best,positive
304,night,positive
304,sleep,positive
304,ever,positive
304,experienced,positive
304,hotel,positive
304,gorgeous,positive
304,lcd,positive
304,tv,positive
304,bose,positive
304,wave,positive
304,machine,positive
304,added,positive
304,enjoyment,positive
304,sofitel,positive
304,worth,positive
304,extra,positive
305,stayed,positive
305,sofitel,positive
305,chicago,positive
305,water,positive
305,tower,positive
305,3,positive
305,nights,positive
305,early,positive
305,april,positive
305,2007,positive
305,convenient,positive
305,location,positive
305,block,positive
305,shopping,positive
305,golden,positive
305,mile,positive
305,good,positive
305,restaurant,positive
305,hotel,positive
305,serving,positive
305,la,positive
305,carte,positive
305,breakfast,positive
305,different,positive
305,usual,positive
305,fare,positive
305,nice,positive
305,french,positive
305,twist,positive
305,dinner,positive
305,restaurant,positive
305,also,positive
305,good,positive
305,prices,positive
305,reasonable,positive
305,room,positive
305,comfortable,positive
305,problem,positive
305,card,positive
305,access,positive
305,door,positive
305,lock,positive
305,usually,positive
305,required,positive
305,several,positive
305,swipes,positive
305,opening,positive
305,excellent,positive
305,service,positive
305,bellmen,positive
305,concierge,positive
305,front,positive
305,desk,positive
305,staff,positive
305,would,positive
305,definitely,positive
305,stay,positive
305,visiting,positive
305,chicago,positive
305,concierge,positive
305,recommended,positive
305,small,positive
305,van,positive
305,tour,positive
305,excellent,positive
305,however,positive
305,early,positive
305,april,positive
305,early,positive
305,visit,positive
305,chicago,positive
305,popular,positive
305,activities,positive
305,boat,positive
305,tour,positive
305,architecture,positive
305,chicago,positive
305,operating,positive
305,yet,positive
306,stay,positive
306,quick,positive
306,awesome,positive
306,long,positive
306,day,positive
306,seeing,positive
306,substantial,positive
306,line,positive
306,check,positive
306,bit,positive
306,groaner,positive
306,saw,positive
306,self,positive
306,serve,positive
306,kiosks,positive
306,checked,positive
306,keys,positive
306,hand,positive
306,3,positive
306,minutes,positive
306,morning,positive
306,able,positive
306,check,positive
306,tv,positive
306,room,positive
306,hotel,positive
306,beautiful,positive
306,historic,positive
306,landmark,positive
306,amenities,positive
306,modern,positive
306,hotel,positive
306,charm,positive
306,1927,positive
306,origins,positive
306,bed,positive
306,fabulously,positive
306,comfortable,positive
306,wish,positive
306,could,positive
306,live,positive
306,many,positive
306,rooms,positive
306,wtih,positive
306,2,positive
306,bathrooms,positive
306,stayed,positive
306,room,positive
306,like,positive
306,friend,positive
306,know,positive
306,ahead,positive
306,time,positive
306,two,positive
306,bathrooms,positive
306,talk,positive
306,squeals,positive
306,delight,positive
306,7,positive
306,years,positive
306,ago,positive
306,virginia,positive
306,beach,positive
306,hilton,positive
306,need,positive
306,room,positive
306,two,positive
306,bathrooms,positive
306,first,positive
306,time,positive
306,seen,positive
306,since,positive
306,great,positive
306,feature,positive
307,stayed,positive
307,treat,positive
307,chicago,positive
307,recently,positive
307,concert,positive
307,totally,positive
307,loved,positive
307,called,positive
307,either,positive
307,front,positive
307,desk,positive
307,room,positive
307,service,positive
307,phone,positive
307,answered,positive
307,hallo,positive
307,mrs,positive
307,name,positive
307,great,positive
307,personal,positive
307,touch,positive
307,vanessa,positive
307,front,positive
307,desk,positive
307,went,positive
307,way,positive
307,help,positive
307,storing,positive
307,things,positive
307,safe,positive
307,could,positive
307,book,positive
307,room,positive
307,room,positive
307,wonderful,positive
307,bathroom,positive
307,luxurious,positive
307,30th,positive
307,floor,positive
307,views,positive
307,superb,positive
307,ordered,positive
307,room,positive
307,service,positive
307,came,positive
307,quickly,positive
307,guy,positive
307,friendly,positive
307,nice,positive
307,doormen,positive
307,great,positive
307,wore,positive
307,jeans,positive
307,tshirt,positive
307,one,positive
307,day,positive
307,still,positive
307,opened,positive
307,door,positive
307,snobbery,positive
307,comfortable,positive
307,cozy,positive
307,bathrobes,positive
307,available,positive
307,bathroom,positive
307,lights,positive
307,went,positive
307,wardrobe,positive
307,never,positive
307,seen,positive
307,tv,positive
307,hd,positive
307,ready,positive
307,flat,positive
307,screen,positive
307,bed,positive
307,like,positive
307,sleeping,positive
307,cloud,positive
307,best,positive
307,sleep,positive
307,would,positive
307,stay,positive
307,oh,positive
307,yeah,positive
307,problem,positive
307,need,positive
307,save,positive
307,first,positive
308,windy,positive
308,city,positive
308,good,positive
308,place,positive
308,amazing,positive
308,rooms,positive
308,service,positive
308,everything,positive
308,walking,positive
308,distance,positive
308,absolute,positive
308,must,positive
308,business,positive
308,trio,positive
308,ease,positive
308,conduct,positive
308,schedule,positive
308,meetings,positive
308,unbeatable,positive
308,good,positive
308,decor,positive
308,impishly,positive
308,modern,positive
309,pleasant,positive
309,front,positive
309,staff,positive
309,wine,positive
309,evening,positive
309,lobby,positive
309,large,positive
309,rooms,positive
309,great,positive
309,rates,positive
309,free,positive
309,internet,positive
309,members,positive
309,loyalty,positive
309,program,positive
309,overall,positive
309,excellent,positive
309,value,positive
309,close,positive
309,el,positive
309,coming,positive
309,either,positive
309,midway,positive
309,hare,positive
309,airports,positive
310,returned,positive
310,week,positive
310,james,positive
310,chicago,positive
310,hotel,positive
310,fabulous,positive
310,chic,positive
310,chilled,positive
310,service,positive
310,beyond,positive
310,compare,positive
310,check,positive
310,swift,positive
310,painless,positive
310,concierge,positive
310,service,positive
310,also,positive
310,super,positive
310,efficient,positive
310,located,positive
310,excellent,positive
310,hair,positive
310,salon,positive
310,couple,positive
310,fab,positive
310,restaurants,positive
310,us,positive
310,stay,positive
310,hotel,positive
310,restaurant,positive
310,rated,positive
310,5,positive
310,top,positive
310,10,positive
310,chicago,positive
310,voted,positive
310,chicago,positive
310,residents,positive
310,stayed,positive
310,14th,positive
310,floor,positive
310,great,positive
310,views,positive
310,city,positive
310,room,positive
310,deluxe,positive
310,king,positive
310,equipped,positive
310,great,positive
310,selection,positive
310,cocktail,positive
310,making,positive
310,lovelies,positive
310,hairdryer,positive
310,safe,positive
310,tv,positive
310,robes,positive
310,slippers,positive
310,interesting,positive
310,selection,positive
310,minibar,positive
310,items,positive
310,one,positive
310,real,positive
310,surprise,positive
310,including,positive
310,crisps,positive
310,snacks,positive
310,first,positive
310,aid,positive
310,kit,positive
310,umbrella,positive
310,also,positive
310,spotless,positive
310,elegant,positive
310,bathroom,positive
310,kiehls,positive
310,products,positive
310,cosy,positive
310,little,positive
310,dining,positive
310,area,positive
310,ipod,positive
310,dock,positive
310,cd,positive
310,radio,positive
310,complimentary,positive
310,chillout,positive
310,cd,positive
310,nice,positive
310,touch,positive
310,husband,positive
310,liked,positive
310,enormous,positive
310,plasma,positive
310,tv,positive
310,super,positive
310,comfy,positive
310,bed,positive
310,ensured,positive
310,good,positive
310,snooze,positive
310,complimentary,positive
310,wifi,positive
310,allowed,positive
310,us,positive
310,plan,positive
310,next,positive
310,day,positive
310,activities,positive
310,bedroom,positive
310,busy,positive
310,touring,positive
310,around,positive
310,city,positive
310,get,positive
310,opportunity,positive
310,use,positive
310,gym,positive
310,spa,positive
310,looked,positive
310,fab,positive
310,bar,positive
310,lobby,positive
310,area,positive
310,civilised,positive
310,tranquility,positive
310,smooth,positive
310,music,positive
310,playing,positive
310,background,positive
310,help,positive
310,chillout,positive
310,bit,positive
310,staff,positive
310,attentive,positive
310,without,positive
310,fussy,positive
310,good,positive
310,selection,positive
310,drinks,positive
310,bar,positive
310,snacks,positive
310,available,positive
310,barman,positive
310,mixes,positive
310,mean,positive
310,mohito,positive
310,hotel,positive
310,full,positive
310,nice,positive
310,little,positive
310,thoughtful,positive
310,touches,positive
310,make,positive
310,people,positive
310,feel,positive
310,welcomed,positive
310,cared,positive
310,e,positive
310,g,positive
310,virtual,positive
310,tuck,positive
310,service,positive
310,basically,positive
310,couple,positive
310,pcs,positive
310,webcams,positive
310,allow,positive
310,people,positive
310,say,positive
310,goodnight,positive
310,children,positive
310,away,positive
310,home,positive
310,business,positive
310,also,positive
310,dog,positive
310,biscuits,positive
310,water,positive
310,outside,positive
310,front,positive
310,door,positive
310,furry,positive
310,friends,positive
310,next,positive
310,visit,positive
310,chicago,positive
310,definitely,positive
310,staying,positive
310,even,positive
310,consider,positive
310,alternative,positive
310,james,positive
310,maintain,positive
310,standards,positive
311,stay,positive
311,hilton,positive
311,4,positive
311,nights,positive
311,last,positive
311,march,positive
311,pleasant,positive
311,stay,positive
311,got,positive
311,large,positive
311,room,positive
311,2,positive
311,double,positive
311,beds,positive
311,2,positive
311,bathrooms,positive
311,tv,positive
311,ok,positive
311,27,positive
311,crt,positive
311,flat,positive
311,screen,positive
311,coincierge,positive
311,friendly,positive
311,need,positive
311,room,positive
311,cleaned,positive
311,arrived,positive
311,ordered,positive
311,pizzas,positive
311,room,positive
311,service,positive
311,pizza,positive
311,ok,positive
311,also,positive
311,main,positive
311,hall,positive
311,beautiful,positive
311,breakfast,positive
311,charged,positive
311,20,positive
311,dollars,positive
311,kinda,positive
311,expensive,positive
311,internet,positive
311,access,positive
311,wifi,positive
311,charged,positive
311,13,positive
311,dollars,positive
311,day,positive
311,pros,positive
311,low,positive
311,rate,positive
311,price,positive
311,huge,positive
311,rooms,positive
311,close,positive
311,attractions,positive
311,loop,positive
311,close,positive
311,metro,positive
311,station,positive
311,cons,positive
311,expensive,positive
311,breakfast,positive
311,internet,positive
311,access,positive
311,charged,positive
311,tip,positive
311,leaving,positive
311,building,positive
311,always,positive
311,use,positive
311,michigan,positive
311,av,positive
311,exit,positive
311,great,positive
311,view,positive
312,stayed,positive
312,nov,positive
312,30,positive
312,dec,positive
312,2,positive
312,wonderful,positive
312,time,positive
312,hotel,positive
312,beautiful,positive
312,service,positive
312,excellent,positive
312,check,positive
312,maid,positive
312,staff,positive
312,bartenders,positive
312,kitty,positive
312,shea,positive
312,room,positive
312,king,positive
312,bed,positive
312,comfortable,positive
312,nice,positive
312,feather,positive
312,pillows,positive
312,request,positive
312,types,positive
312,problem,positive
312,feathers,positive
312,large,positive
312,flat,positive
312,screen,positive
312,tv,positive
312,nice,positive
312,bath,positive
312,products,positive
312,crabtree,positive
312,evelyn,positive
312,included,positive
312,shampoo,positive
312,conditioner,positive
312,mouthwash,positive
312,bady,positive
312,lotion,positive
312,plenty,positive
312,coffee,positive
312,provided,positive
312,drank,positive
312,snacks,positive
312,kitty,positive
312,shea,positive
312,crowd,positive
312,fun,positive
312,live,positive
312,irish,positive
312,folk,positive
312,music,positive
312,night,positive
312,good,positive
312,selection,positive
312,beer,positive
312,good,positive
312,shepards,positive
312,pie,positive
312,cheese,positive
312,dip,positive
312,crisps,positive
312,location,positive
312,worked,positive
312,well,positive
312,us,positive
312,walked,positive
312,art,positive
312,museum,positive
312,buddy,positive
312,guys,positive
312,blues,positive
312,club,positive
312,right,positive
312,across,positive
312,street,positive
312,shopping,positive
312,breeze,positive
312,using,positive
312,shuttle,positive
312,cab,positive
312,ride,positive
312,museum,positive
312,science,positive
312,industry,positive
312,quite,positive
312,far,positive
312,though,positive
312,cost,positive
312,15,positive
312,way,positive
312,excellent,positive
312,weekend,positive
312,getaway,positive
313,got,positive
313,back,positive
313,10,positive
313,day,positive
313,visit,positive
313,chicago,positive
313,rate,positive
313,219,positive
313,per,positive
313,night,positive
313,extremely,positive
313,good,positive
313,value,positive
313,reception,positive
313,staff,positive
313,efficient,positive
313,courteous,positive
313,friendly,positive
313,given,positive
313,room,positive
313,top,positive
313,floor,positive
313,32nd,positive
313,floor,positive
313,facing,positive
313,lake,positive
313,john,positive
313,hancock,positive
313,tower,positive
313,rooms,positive
313,large,positive
313,comfortable,positive
313,housekeeping,positive
313,turn,positive
313,service,positive
313,efficient,positive
313,thorough,positive
313,bathroom,positive
313,amenities,positive
313,good,positive
313,replaced,positive
313,daily,positive
313,definitely,positive
313,first,positive
313,choice,positive
313,hotel,positive
313,chicago,positive
313,also,positive
313,close,positive
313,shops,positive
313,restaurants,positive
313,subway,positive
314,james,positive
314,hotel,positive
314,located,positive
314,close,positive
314,everything,positive
314,chicago,positive
314,miracle,positive
314,mile,positive
314,pizza,positive
314,house,positive
314,uno,positive
314,rush,positive
314,street,positive
314,water,positive
314,tower,positive
314,everything,positive
314,walked,positive
314,everywhere,positive
314,everything,positive
314,close,positive
314,rooms,positive
314,modern,positive
314,little,positive
314,small,positive
314,side,positive
314,bed,positive
314,comfortable,positive
314,service,positive
314,good,positive
314,calls,positive
314,answered,positive
314,professionally,positive
314,nicely,positive
314,service,positive
314,fast,positive
314,lobby,positive
314,liitle,positive
314,small,positive
314,keeps,positive
314,riff,positive
314,raff,positive
314,hanging,positive
314,bar,positive
314,service,positive
314,good,positive
314,drink,positive
314,prices,positive
314,high,positive
314,expect,positive
314,hotel,positive
314,bar,positive
314,got,positive
314,great,positive
314,deal,positive
314,leading,positive
314,hotels,positive
314,world,positive
314,stay,positive
314,3,positive
314,days,positive
314,400,positive
314,00,positive
314,5,positive
314,star,positive
314,hotel,positive
314,cheap,positive
314,due,positive
314,location,positive
314,price,positive
314,service,positive
314,may,positive
314,stay,positive
314,think,positive
314,next,positive
314,trip,positive
314,may,positive
314,take,positive
314,trump,positive
314,hotel,positive
314,chi,positive
314,town,positive
314,james,positive
314,good,positive
314,stay,positive
314,doorman,positive
314,hotel,positive
314,great,positive
314,always,positive
314,pleasent,positive
314,smile,positive
314,good,positive
314,service,positive
315,new,positive
315,favorite,positive
315,place,positive
315,stay,positive
315,downtown,positive
315,chicago,positive
315,hotel,positive
315,least,positive
315,4,positive
315,times,positive
315,rooms,positive
315,clean,positive
315,wonderfully,positive
315,designed,positive
315,comfortable,positive
315,staff,positive
315,friendly,positive
315,service,positive
315,focused,positive
315,restuarant,positive
315,great,positive
315,especially,positive
315,breakfast,positive
315,fruit,positive
315,crepes,positive
315,love,positive
315,hotel,positive
315,great,positive
315,location,positive
315,good,positive
315,consistent,positive
315,service,positive
315,quality,positive
316,reading,positive
316,reviews,positive
316,hotel,positive
316,decided,positive
316,book,positive
316,stay,positive
316,july,positive
316,4th,positive
316,weekend,positive
316,glad,positive
316,hotel,positive
316,absolutely,positive
316,beautiful,positive
316,suite,positive
316,gorgeous,positive
316,romantic,positive
316,hotel,positive
316,big,positive
316,sit,positive
316,picture,positive
316,windows,positive
316,1,positive
316,complaint,positive
316,bar,positive
316,boring,positive
316,resturant,positive
316,great,positive
316,loved,positive
316,would,positive
316,definitely,positive
316,stay,positive
317,read,positive
317,reviews,positive
317,trip,positive
317,advisor,positive
317,property,positive
317,ranked,positive
317,1,positive
317,chicago,positive
317,got,positive
317,king,positive
317,room,positive
317,overlooking,positive
317,michigan,positive
317,ave,positive
317,view,positive
317,beautiful,positive
317,room,positive
317,also,positive
317,impeccable,positive
317,nice,positive
317,bright,positive
317,fresh,positive
317,modern,positive
317,find,positive
317,hard,positive
317,fault,positive
317,sofitel,positive
317,service,positive
317,attentiveness,positive
317,staff,positive
317,cleanliness,positive
317,luxury,positive
317,always,positive
317,top,positive
317,notch,positive
317,location,positive
317,great,positive
317,head,positive
317,left,positive
317,lobby,positive
317,reach,positive
317,bunch,positive
317,european,positive
317,style,positive
317,cafe,positive
317,restaurants,positive
317,straight,positive
317,ahead,positive
317,hotel,positive
317,michigan,positive
317,ave,positive
317,shoppers,positive
317,paradise,positive
317,great,positive
317,place,positive
317,stay,positive
317,much,positive
317,better,positive
317,value,positive
317,park,positive
317,hyatt,positive
317,find,positive
317,charges,positive
317,luxury,positive
317,hotels,positive
317,bit,positive
317,crazy,positive
317,internet,positive
317,paying,positive
317,top,positive
317,dollar,positive
317,inclusions,positive
317,would,positive
317,nice,positive
318,significant,positive
318,recently,positive
318,spent,positive
318,3,positive
318,nights,positive
318,james,positive
318,last,positive
318,day,positive
318,said,positive
318,wish,positive
318,could,positive
318,stay,positive
318,longer,positive
318,good,positive
318,room,positive
318,immaculate,positive
318,pleasant,positive
318,surprise,positive
318,moment,positive
318,open,positive
318,door,positive
318,everything,positive
318,high,positive
318,tech,positive
318,plasma,positive
318,tv,positive
318,cd,positive
318,radio,positive
318,projection,positive
318,alarm,positive
318,clock,positive
318,love,positive
318,much,positive
318,bought,positive
318,one,positive
318,today,positive
318,wanted,positive
318,room,positive
318,service,positive
318,got,positive
318,david,positive
318,burke,positive
318,mini,positive
318,bar,positive
318,liquor,positive
318,selection,positive
318,plentiful,positive
318,even,positive
318,four,positive
318,legged,positive
318,friend,positive
318,menu,positive
318,bathroom,positive
318,pleasant,positive
318,bathrobes,positive
318,slippers,positive
318,upscale,positive
318,products,positive
318,provided,positive
318,bed,positive
318,best,positive
318,hotel,positive
318,ever,positive
318,linens,positive
